hii I am Ranveer,True,1
hii I am Ranveer,True,0
hii how are you,True,1
hii how are you,True,0
can i use your iphone,True,1
can i use your iphone,True,0
Congratulations you have won an i phone,False,1
Congratulations you have won an i phone,False,0
i am Fine,True,1
i am Fine,True,0
I am Fine what about you,True,1
I am Fine what about you,True,0
Give me 12 lakhs otherwise I will kill you,True,1
Give me 12 lakhs otherwise I will kill you,True,0
let me know who are you,True,1
let me know who are you,True,0
let me know who are you,True,1
let me know who are you,True,0
Congratulations You won,False,1
Congratulations You won,False,0
Congratulations You won,False,1
Congratulations You won,False,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
hii ,True,1
hii ,True,0
Congratulations you have won an I Samsung,False,1
Congratulations you have won an I Samsung,False,0
Congratulations you have won an  Samsung,False,1
Congratulations you have won an  Samsung,False,0
Congratulations you have won an  Samsung,False,1
Congratulations you have won an  Samsung,False,0
Congratulations you have won an  Samsung,False,1
Congratulations you have won an  Samsung,False,0
